test_before,test_after
10.535242080688477,81.66460418701172
13.085177421569824,84.03901672363281
15.775090217590332,84.46931457519531
20.12990379333496,84.66039276123047
24.41510009765625,84.70186614990234
28.73658561706543,84.93219757080078
34.257869720458984,84.85665130615234
39.516231536865234,84.76555633544922
44.64572525024414,84.56411743164062
49.141258239746094,84.39006805419922
51.62157440185547,84.17084503173828
54.96174621582031,84.10863494873047
56.9532585144043,83.97606658935547
59.05290222167969,83.91236877441406
60.428226470947266,83.90570068359375
63.03889083862305,83.83757019042969
63.65211486816406,83.74943542480469
65.37774658203125,83.60427856445312
67.09078979492188,83.61167907714844
68.45870971679688,83.4783706665039
69.25486755371094,83.42356872558594
70.43984985351562,83.3724594116211
71.07604217529297,83.31617736816406
71.35895538330078,83.28136444091797
72.97053527832031,83.19989776611328
72.88536071777344,83.23322296142578
72.69576263427734,83.12583923339844
73.66300964355469,83.07843780517578
73.79853820800781,83.028076171875
73.7607650756836,82.99993133544922
75.02203369140625,83.01992797851562
76.15813446044922,82.94883728027344
76.38995361328125,82.90809631347656
77.43199157714844,82.81404113769531
77.83340454101562,82.7540512084961
77.95042419433594,82.79182434082031
77.98374938964844,82.7984848022461
78.35405731201172,82.70516967773438
79.44424438476562,82.71997833251953
78.40293884277344,82.65036010742188
78.393310546875,82.67924499511719
78.57994079589844,82.65480041503906
79.10282135009766,82.65332794189453
79.80418395996094,82.60147857666016
80.357421875,82.57704162597656
80.56775665283203,82.564453125
80.90325927734375,82.55408477783203
81.10543823242188,82.5533447265625
81.33354949951172,82.5311279296875
81.4298324584961,82.55408477783203
81.5364761352539,82.57186126708984
81.63423919677734,82.56519317626953
81.71200561523438,82.55778503417969
81.77495574951172,82.55704498291016
81.8386459350586,82.55186462402344
81.88679504394531,82.56815338134766
81.93492889404297,82.55630493164062
81.97566223144531,82.54593658447266
82.01343536376953,82.55927276611328
82.05120849609375,82.55630493164062
82.0771255493164,82.57704162597656
82.11119842529297,82.5844497680664
82.145263671875,82.57259368896484
82.17340850830078,82.5666732788086
82.2022933959961,82.564453125
82.2445068359375,82.56593322753906
82.27339172363281,82.586669921875
82.30005645751953,82.58740997314453
82.32597351074219,82.5888900756836
82.35856628417969,82.5888900756836
82.36967468261719,82.5955581665039
82.38966369628906,82.58963012695312
82.41336822509766,82.59037017822266
82.42225646972656,82.5888900756836
82.4407730102539,82.59925842285156
82.4518814086914,82.61259460449219
82.44817352294922,82.6111068725586
82.4541015625,82.62444305419922
82.46817016601562,82.63185119628906
82.48076629638672,82.63333129882812
82.49557495117188,82.63629150390625
82.49112701416016,82.63406372070312
82.48668670654297,82.64962768554688
82.50816345214844,82.65406799316406
82.51853942871094,82.66739654541016
82.52149963378906,82.6636962890625
82.520751953125,82.66073608398438
82.52371215820312,82.6436996459961
82.55038452148438,82.64665985107422
82.56148529052734,82.652587890625
82.56741333007812,82.65036010742188
82.56593322753906,82.6511001586914
82.57630157470703,82.65998840332031
82.58370971679688,82.652587890625
82.59481811523438,82.6511001586914
82.59629821777344,82.65777587890625
82.60444641113281,82.66073608398438
82.60296630859375,82.66073608398438
82.60888671875,82.6636962890625
82.6066665649414,82.67109680175781
80.08761596679688,79.9869384765625
81.5855712890625,81.72553253173828
81.99100494384766,83.65797424316406
73.48649597167969,75.60677337646484
78.62188720703125,80.75870513916016
80.20245361328125,81.47467041015625
78.02136993408203,80.0009994506836
77.97566986083984,80.39830017089844
84.47123718261719,85.28456115722656
77.52533721923828,78.83588409423828
82.65042877197266,83.97457885742188
82.8133773803711,85.03338623046875
77.53559875488281,80.0929946899414
82.2781982421875,83.91505432128906
78.27262115478516,80.57405853271484
77.89364624023438,80.10773468017578
78.87113952636719,82.0125732421875
79.8767318725586,83.05307006835938
81.01409912109375,83.01097106933594
85.73116302490234,88.01012420654297
80.93058013916016,83.40076446533203
81.40919494628906,84.02590942382812
79.29966735839844,82.36255645751953
78.0997314453125,81.12987518310547
85.4903793334961,87.21955108642578
73.87629699707031,77.3072509765625
80.33184051513672,82.2060775756836
78.5762939453125,81.72521209716797
83.046630859375,85.56190490722656
82.22725677490234,85.19110107421875
84.59667205810547,86.60635375976562
82.74121856689453,84.50991821289062
79.26327514648438,82.9468994140625
78.03621673583984,81.20065307617188
80.85685729980469,83.47490692138672
80.75557708740234,83.04663848876953
75.32363891601562,79.0358657836914
80.11775970458984,83.05103302001953
81.6900405883789,83.76264190673828
75.75225830078125,78.60102081298828
85.1391372680664,87.0610580444336
77.8143310546875,80.16104888916016
81.6266860961914,83.53487396240234
80.19570922851562,82.77249145507812
77.3005142211914,80.37052917480469
79.55365753173828,83.55215454101562
77.44297790527344,80.56466674804688
83.65823364257812,86.31190490722656
78.71115112304688,81.03202056884766
82.28755950927734,84.7755126953125
78.60638427734375,81.21388244628906
79.00381469726562,81.25530242919922
79.6507568359375,82.93390655517578
79.16954803466797,81.79371643066406
80.09172058105469,82.13329315185547
80.24761962890625,82.60267639160156
78.77055358886719,82.43221282958984
77.64923095703125,79.41667175292969
84.50277709960938,87.05113983154297
82.8244857788086,84.92503356933594
82.064453125,84.81416320800781
82.46822357177734,84.63214874267578
75.62200164794922,79.34761810302734
78.82716369628906,82.01940155029297
74.29083251953125,77.91796875
82.95613098144531,85.23894500732422
85.71917724609375,87.85456085205078
77.44493865966797,81.8581314086914
79.80165100097656,82.7887191772461
83.12779998779297,85.17384338378906
78.88200378417969,81.88523864746094
83.54267120361328,85.44046020507812
79.59989929199219,81.88360595703125
83.41561126708984,85.6133804321289
74.0157241821289,78.57283782958984
76.4924087524414,79.68321990966797
81.30613708496094,83.57567596435547
84.88681030273438,88.00474548339844
82.11669158935547,84.59321594238281
82.83259582519531,85.25924682617188
79.48870849609375,81.30331420898438
86.59978485107422,88.04107666015625
79.67509460449219,83.13465881347656
80.8554916381836,83.27717590332031
78.83625030517578,82.21028900146484
81.86768341064453,83.79389953613281
79.11539459228516,81.58162689208984
79.46505737304688,81.4458999633789
78.47267150878906,81.53243255615234
73.15604400634766,76.35816192626953
81.62153625488281,83.7710952758789
76.2762222290039,79.69486999511719
80.45451354980469,82.61988067626953
79.91900634765625,82.63822937011719
82.44619750976562,85.67984771728516
77.44552612304688,79.57830810546875
78.28850555419922,80.91336059570312
78.4679946899414,81.08837890625
82.09201049804688,85.23961639404297
82.01526641845703,84.83184814453125
